"country_iso3_numeric","area.code","prod_method","species.alpha_3_code","year","unit_code","quantity","country_identifier","country_iso2_code","country_iso3_alpha","country_name_en","country_official_name_en","continent_group_en","ecoclass_group_en","georegion_group_en","area_name_en","ocean_group_en","habitat","faregion_group_en","production_identifier","production_name_en","sort","species_taxonomic_code","species_identifier","CommonName","SciName","author","species_major_group","yearbook_group_en","isscaap_group","cpc_class_en","cpc_group_en","unit_description_en","unit_identifier","unit_name_en","sws_unit","unit","symbol_description_en","symbol_name_en","Species01","Genus01","Family01","Other01","fao_habitat","taxa_source","Fresh01","Brack01","Saltwater01","fb_habitat"
222,77,"capture","PNV",2018,"Q_tlw",420,60,"SV","SLV","El Salvador","the Republic of El Salvador","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","litopenaeus.vannamei_marine_capture",0,1,1,"marine"
222,77,"capture","BOS",2018,"Q_tlw",500,60,"SV","SLV","El Salvador","the Republic of El Salvador","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"22801XXXXX027",2582,"pacific seabobs","penaeidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",0,0,1,0,"marine","penaeidae_marine_capture",NA,NA,NA,NA
232,51,"capture","PEN",2018,"Q_tlw",406.974,178,"ER","ERI","Eritrea","the State of Eritrea","Africa","Least Developed Countries","Eastern Africa","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
233,27,"capture","PRA",2018,"Q_tlw",8019,63,"EE","EST","Estonia","the Republic of Estonia","Europe","Developed countries or areas","Northern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280400203",3425,"northern prawn","pandalus borealis","Krøyer 1838","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.borealis_marine_capture",0,0,1,"marine"
234,27,"capture","PRA",2018,"Q_tlw",5173,64,"FO","FRO","Faroe Islands","Faroe Islands","Europe","Developed countries or areas","Northern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280400203",3425,"northern prawn","pandalus borealis","Krøyer 1838","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.borealis_marine_capture",0,0,1,"marine"
24,47,"capture","DPS",2018,"Q_tlw",430,7,"AO","AGO","Angola","the Republic of Angola","Africa","Least Developed Countries","Middle Africa","Atlantic, Southeast","Atlantic Ocean and adjacent seas","marine","Southern regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
24,47,"capture","ARV",2018,"Q_tlw",1079,7,"AO","AGO","Angola","the Republic of Angola","Africa","Least Developed Countries","Middle Africa","Atlantic, Southeast","Atlantic Ocean and adjacent seas","marine","Southern regions",4,"Capture production",40,"2280203102",2603,"striped red shrimp","aristeus varidens","Holthuis 1952","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristeus.varidens_marine_capture",0,0,1,"marine"
250,37,"capture","KUP",2018,"Q_tlw",1,68,"FR","FRA","France","the French Republic","Europe","Developed countries or areas","Western Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100109",2584,"kuruma prawn","marsupenaeus japonicus","Bate 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","marsupenaeus.japonicus_marine_capture",0,0,1,"marine"
250,37,"capture","TGS",2018,"Q_tlw",1,68,"FR","FRA","France","the French Republic","Europe","Developed countries or areas","Western Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100117",2587,"caramote prawn","melicertus kerathurus","(Forsskål 1775)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","melicertus.kerathurus_marine_capture",0,1,1,"marine"
250,27,"capture","DPS",2018,"Q_tlw",2,68,"FR","FRA","France","the French Republic","Europe","Developed countries or areas","Western Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
250,37,"capture","DPS",2018,"Q_tlw",43,68,"FR","FRA","France","the French Republic","Europe","Developed countries or areas","Western Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
250,27,"capture","PIQ",2018,"Q_tlw",5,68,"FR","FRA","France","the French Republic","Europe","Developed countries or areas","Western Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2281201806",16488,"delta prawn","palaemon longirostris","H. Milne Edwards 1837","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","palaemon.longirostris_marine_capture",1,1,1,"diadromous"
250,27,"capture","CPR",2018,"Q_tlw",202,68,"FR","FRA","France","the French Republic","Europe","Developed countries or areas","Western Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2281201810",2607,"common prawn","palaemon serratus","(Pennant 1777)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","palaemon.serratus_marine_capture",0,1,1,"marine"
250,37,"capture","CPR",2018,"Q_tlw",8,68,"FR","FRA","France","the French Republic","Europe","Developed countries or areas","Western Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2281201810",2607,"common prawn","palaemon serratus","(Pennant 1777)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","palaemon.serratus_marine_capture",0,1,1,"marine"
250,27,"capture","CSH",2018,"Q_tlw",259,68,"FR","FRA","France","the French Republic","Europe","Developed countries or areas","Western Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2282300303",3435,"common shrimp","crangon crangon","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","crangon.crangon_marine_capture",0,1,1,"marine"
250,37,"capture","CSH",2018,"Q_tlw",4,68,"FR","FRA","France","the French Republic","Europe","Developed countries or areas","Western Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2282300303",3435,"common shrimp","crangon crangon","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","crangon.crangon_marine_capture",0,1,1,"marine"
250,27,"capture","DCP",2018,"Q_tlw",3,68,"FR","FRA","France","the French Republic","Europe","Developed countries or areas","Western Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
250,37,"capture","DCP",2018,"Q_tlw",7,68,"FR","FRA","France","the French Republic","Europe","Developed countries or areas","Western Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
254,31,"capture","PEN",2018,"Q_tlw",250,69,"GF","GUF","French Guiana","French Guiana","Americas","Other developing countries or areas","South America","Atlantic, Western Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
266,34,"capture","SOP",2018,"Q_tlw",20,74,"GA","GAB","Gabon","the Gabonese Republic","Africa","Other developing countries or areas","Middle Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100131",3413,"southern pink shrimp","farfantepenaeus notialis","Perez Farfante 1967","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","farfantepenaeus.notialis_marine_capture",0,1,1,"marine"
266,34,"capture","PEN",2018,"Q_tlw",160,74,"GA","GAB","Gabon","the Gabonese Republic","Africa","Other developing countries or areas","Middle Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
270,34,"capture","SOP",2018,"Q_tlw",903,75,"GM","GMB","Gambia","the Republic of the Gambia","Africa","Least Developed Countries","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100131",3413,"southern pink shrimp","farfantepenaeus notialis","Perez Farfante 1967","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","farfantepenaeus.notialis_marine_capture",0,1,1,"marine"
275,37,"capture","DCP",2018,"Q_tlw",129,299,"PS","PSE","Palestine","Palestine","Asia","Other developing countries or areas","Western Asia","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
276,27,"capture","CSH",2018,"Q_tlw",17892,79,"DE","DEU","Germany","the Federal Republic of Germany","Europe","Developed countries or areas","Western Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2282300303",3435,"common shrimp","crangon crangon","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","crangon.crangon_marine_capture",0,1,1,"marine"
288,34,"capture","DCP",2018,"Q_tlw",386,81,"GH","GHA","Ghana","the Republic of Ghana","Africa","Other developing countries or areas","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
300,37,"capture","TGS",2018,"Q_tlw",512,84,"GR","GRC","Greece","the Hellenic Republic","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100117",2587,"caramote prawn","melicertus kerathurus","(Forsskål 1775)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","melicertus.kerathurus_marine_capture",0,1,1,"marine"
